"Author","CommR"
"X__Constantakis.Valdes",24
"A__Patricia_Sachs",10
"Abeles__Jon",10
"Abotel__Kasem",5
"Albrech__Florian",1
"Albrecht__Fiorian",1
"Alloway__Gene",2
"Archodidou__Anthi",19
"Bareiss__Ray",3
"Beckwith__Richard",3
"Bell__Benjamin",51
"Berman__Tammy",17
"Berque__Dave",6
"Berube__Sandy",10
"Bievenue__Lisa",21
"Blessing__Stephen_B.",30
"Blumenfeid__Phyllis",5
"Bos__Nathan",2
"Brophy__Sean_P.",35
"Brusidovsry__Peter",39
"Bucci__Shelly_M.",52
"Burke__Robin_D.",20
"Burne__Mike",1
"Byrne__Michael",1
"Calvert__Tom",16
"Casey__William",10
"Catrambone__Richard",1
"Cavallo__David",62
"Ching__Cynthia_Carier",27
"Cicero__Ana_Maria_Lo",25
"Cohen__Andrew",61
"Corderoy__Robert",13
"Cot__Nathalie_C.",8
"Dede__Chris",18
"Denning__Reeecca",36
"Derry__Sharon",44
"Dibiase__Julie",40
"Diehl__Christine_L.",23
"Edelson__Daniel",26
"Eisenberg__Michael",40
"Evard__Michele",49
"Evens__Martha",11
"Fenstermacher__Kurt_D.",20
"Finkel__Elizabeih",22
"Fischer__Gerhard",9
"Fisher__Kathleen",33
"Folckers__Jorg",12
"Foster__David_A.",57
"Freedman__Reva",64
"Fuson__Karen_C.",25
"Gaerte__Leann",6
"Gertzman__Alice",8
"Gibney__Terresa",32
"Glfford__Bernard",24
"Gobet__Fernand",53
"Goidman.Segall__Ricki",47
"Gomes__Stacy",33
"Gomez__Louis",26
"Gonzalez__Josu_M.",60
"Gordin__Douglas_N.",26
"Graf__Edith_A.",7
"Groenboer__Chris",16
"Guerlain__Stephanie",4
"Gurainick__David",3
"Guzdial__Mark",1
"Hamel__Tracy",2
"Hammerman__Kathleen",2
"Hammond__Kristian",20
"Harasim__Linda",16
"Harper__Barry",13
"Harrison__Tim",6
"Hedberg__John",13
"Heitz__Matt",6
"Heller__Rachelle",34
"Henning__Philip",15
"Hmelo.Silver__Cindy",8
"Holum__Ann",3
"Hume__Gregory",11
"Hunt__Earl",7
"Hurts__Karel",43
"Ishihara__Nancy_G.",14
"Jaoobson__Michael_J.",19
"Jinkerson__Lorana_A.",46
"Jona__Menachem_Y.",3
"Jonassen__David",15
"Joseph__Diana",17
"Kafai__Yasmin",27
"Kalwe__Maria",31
"Kass__Alex",3
"Kaufman__Cathy_C.",50
"Kedar__Smadar",3
"Kennedy__Melanie",4
"Klann__Elisabeth",2
"Koedinger__Kenneih_R",28
"Kolodner__Janet",8
"Korcuska__Michael",3
"Kraicik__Joseph",2
"Krajcik__Joseph_S.",5
"Krarcik__Joseph_S.",5
"Laffey__James_M.",32
"Laheri__Santos_Gerardo",34
"Leblanc__Mark_D.",42
"Lesgold__Alan",41
"Li__Tiancheng",15
"Lindstaedt__Stefanie",9
"Loftin__R._Bowen",18
"Lyons__David",2
"Macpherson__Kimberli_A.",17
"Madden__Terry",2
"Madigan__David",7
"Margerum.Leys__Jon",2
"Marra__Rose_M.",15
"Marx__Ron",5
"Mcginn__Michelle_K.",29
"Michael__Joel",11
"Minstrell__Jim",7
"Moebus__Claus",12
"Moran__Juan",21
"Murray__Tom",65
"Muscella__Deborah",14
"Narayanan__N._Hari",8
"Nason__Martha",7
"Nelson__Wayne_A.",38
"Newstetter__Wendy_C.",8
"Obradovich__Jodi_Heintz",4
"Oshima__Jun",37
"Osin__Luis",41
"Ostwald__Jonathan",9
"Pagei__Katherine_Frome",14
"Pearson__P._David",21
"Petrosino__Anthony_J.",48
"Polman__Joseph",58
"Pom__Michael_K.",44
"Quitana__Chris",5
"Ram__Ashwin",1
"Ram__Preeth",1
"Ranney__Michael",23
"Rappin__Noel",1
"Reed__James",2
"Reiser__Brian",3
"Resnick__Mitchel",45
"Resnicr__Mitchel",63
"Ritter__Steven",30
"Ritz__Ryan",6
"Roberts__Janis",1
"Roth__Wolfe.Michael",29
"Rovick__Allen",11
"Rudmann__Sally",4
"Rusk__Natalie",45
"Sachs__Larry",4
"Salzman__Marilyn_C.",18
"Scala__Nancy",2
"Scardamalia__Marlene",37
"Schneider__Kurt",9
"Schroder__Olaf",12
"Sci.Iaffner__Andrew",7
"Sci.Iarf__Kathleen",10
"Sedighian__Kamran",31
"Shabo__Amnon",1
"Sharp__Diana",35
"Shippey__Gordon",1
"Shute__Valerie_J.",1
"Sirohm__Patricia_L.",4
"Smith__Jack_W.",4
"Smith__Jay",9
"Smith__Philip_J.",36
"Smith__Philip_K.",4
"Smith__Randall_E.",38
"Smith__Steven_T.",25
"Sodoway__Elliot",2
"Soloway__Elliot",5
"Spitulnik__Jeff",22
"Stasko__John",1
"Strateord__Steven_J.",5
"Suecker__Erika_L._F.",28
"Sugimoto__Akiko",19
"Svirbley__John",4
"Terao__Atsushi",54
"Thole__Heinz.Jorgen",12
"Turns__Jennifer",56
"Umaschi__Marina",55
"Underwood__Jody_S.",59
"Van_Putten__Kees",43
"Vekiri__Ioanna",2
"Wallace__Raven",2
"Walters__Joseph",14
"Weber.Russell__Sylvia",42
"Weber__Gerhard",39
"Williams__Susan_M.",3
"Williamson__Mary",24
"Wisnudel__Michele",22
"Witter__Todd",6
"Wolfe__Edward_W.",23
"Wright__Robert",13
"Yoder__John",6
